Nombre,Metodo_deteccion,Radio,Periodo_orbital,Indice_similitud_tierra,Distancia_estrella,Distancia_tierra,Radio_estrella,Ascension_recta,Declinacion
Kepler-1631 b,Transit,1.3452,4.0951393,0.28935077,0.015207634049079755,1190.0,0.95,19.642172,43.807671
Kepler-1632 b,Transit,2.4662,448.30356,0.68926358,0.36510079754601227,584.0,1.19,19.632992,43.91362
Kepler-1633 b,Transit,1.58061,186.40427,0.49545662,0.2081243865030675,811.0,1.32,19.234348,44.923224999999995
Kepler-1634 b,Transit,3.19485,374.87624,0.60096445,0.30349150613496934,654.0,0.89,19.602895,45.139786
Kepler-1635 b,Transit,3.64325,469.63111,0.50008822,0.34881346625766874,1084.0,0.85,19.023267,45.556183
Kepler-1636 b,Transit,3.22848,425.47785,0.62317864,0.3406568098159509,1567.0,1.02,19.603843,46.441030999999995
Kepler-1637 b,Transit,0.88559,6.1096032,0.29741092,0.02019144263803681,506.0,1.02,18.815791,48.154297
Kepler-1638 b,Transit,1.87207,259.33683,0.75678538,0.24161581901840493,879.0,0.95,19.698828,48.524445
Kepler-1639 b,Transit,2.5783,9.878482,0.23347431,0.028696225460122703,1168.0,1.18,18.871243,48.802085999999996
Kepler-164 b,Transit,1.41246,5.03503,0.28591773,0.017791411042944787,914.18,1.15,19.18539,47.629913
Kepler-164 c,Transit,2.73524,10.945723,0.2287238,0.029754601226993867,914.18,1.15,19.18539,47.629913
Kepler-164 d,Transit,2.45499,28.986769,0.26386751,0.05736196319018405,914.18,1.15,19.18539,47.629913
Kepler-1640 b,Transit,4.8203,7.5844126,0.15686969,0.025090414417177916,1379.0,1.43,19.637194,40.850498
Kepler-1641 b,Transit,3.10517,19.672266,0.22030205,0.04542213803680982,961.0,1.19,19.757297,41.574532000000005
Kepler-1641 c,Transit,2.94823,32.657212,0.24073354,0.06368210122699387,961.0,1.19,19.757297,41.574532000000005
Kepler-1642 b,Transit,3.19485,12.205751,0.22522511,0.030490358282208592,447.0,0.84,19.814145,43.643719
Kepler-1642 c,Transit,2.65677,6.6513802,0.23449379,0.020342017791411045,447.0,0.84,19.814145,43.643719
Kepler-1643 b,Transit,2.29805,5.3426451,0.24702502,0.017839887423312883,414.0,0.88,20.028734,44.751011
Kepler-1644 b,Transit,1.88328,21.090776,0.3048686,0.044070739263803685,592.0,0.86,19.031671,48.034935
Kepler-1645 b,Transit,1.78239,16.177956,0.28546526,0.03864628834355829,844.0,1.02,19.831966,48.418571
Kepler-1646 b,Transit,1.2331,4.4855838,0.47476796,0.010144757668711658,81.0,0.26,19.168429,42.912908
Kepler-1647 b,Transit,11.87139,1107.5923,0.37351425,0.8359176993865032,1256.0,1.79,19.876673,40.656175
Kepler-1649 b,Transit,1.07616,8.68909,0.71566695,0.015766871165644174,92.43,0.25,19.500252,41.830421
Kepler-165 b,Transit,2.32047,8.180848,0.25616487,0.022085889570552148,570.07,0.77,18.712735,47.809734999999996
Kepler-165 c,Transit,2.23079,15.31299,0.28276284,0.03374233128834356,570.07,0.77,18.712735,47.809734999999996
Kepler-1650 b,Transit,0.96406,1.53818,0.32672939,0.00552700337423313,120.5,0.33,19.848618,42.866898
Kepler-1651 b,Transit,1.83844,9.8786392,0.40878227,0.022408469325153377,69.4,0.5,18.908558,48.391022
Kepler-1652 b,Transit,1.60303,38.09722,0.82325475,0.050736196319018406,252.0,0.38,19.624407,49.915058
Kepler-1653 b,Transit,2.17474,140.2524,0.73816352,0.1443558282208589,755.0,0.69,19.763851,41.266024
Kepler-1654 b,Transit,9.18099,1047.8356,0.32010771,0.6424781595092025,577.6,1.18,18.812388,44.434486
Kepler-1655 b,Transit,2.20837,11.872879,0.25465307,0.031595092024539875,214.58,1.03,19.112631,39.211929000000005
Kepler-1656 b,Transit,5.02208,31.578659,0.17059664,0.08154639877300615,186.88,1.1,18.964812,39.911823999999996
Kepler-1658 b,Transit,11.9947,3.8493728,0.074037482,0.01672002208588957,806.07,2.89,19.623771,38.947376
Kepler-166 b,Transit,2.27563,7.650254,0.25716193,0.022085889570552148,614.16,0.74,19.544012,48.881191
Kepler-166 c,Transit,2.37652,34.260281,0.3433333,0.05981595092024541,614.16,0.74,19.544012,48.881191
Kepler-166 d,Transit,1.72634,1.5540039,0.2711924,0.031595092024539875,614.16,0.74,19.544012,48.881191
Kepler-167 b,Transit,1.61424,4.3931632,0.28529669,0.0148159509202454,330.0,0.73,19.510564,38.345413
Kepler-167 c,Transit,1.54698,7.406114,0.30004947,0.020981595092024543,330.0,0.73,19.510564,38.345413
Kepler-167 d,Transit,1.19947,21.803855,0.3842645,0.04340846625766871,330.0,0.73,19.510564,38.345413
Kepler-167 e,Transit,10.15626,1071.2323,0.16055939,0.5808688957055216,330.0,0.73,19.510564,38.345413
Kepler-168 b,Transit,1.4573,4.425391,0.28328431,0.01717791411042945,1396.0,1.11,19.647345,39.825104
Kepler-168 c,Transit,2.6904,13.193242,0.23221435,0.03558282208588957,1396.0,1.11,19.647345,39.825104
Kepler-169 b,Transit,1.13221,3.250619,0.29849974,0.012269938650306749,411.34,0.76,19.06666,40.919329
Kepler-169 c,Transit,1.21068,6.195469,0.30626205,0.01901840490797546,411.34,0.76,19.06666,40.919329
Kepler-169 d,Transit,1.25552,8.348125,0.31244223,0.023006134969325152,411.34,0.76,19.06666,40.919329
Kepler-169 e,Transit,2.19716,13.767102,0.28851664,0.032208588957055216,411.34,0.76,19.06666,40.919329
Kepler-169 f,Transit,2.5783,87.090195,0.56484252,0.11012269938650307,411.34,0.76,19.06666,40.919329
Kepler-17 b,Transit,14.6851,1.4857108,0.062234394,0.007948333742331289,800.0,1.05,19.893019,47.815006
Kepler-170 b,Transit,3.19485,7.930592,0.2099991,0.024539877300613498,754.64,1.03,18.968081,41.629604
Kepler-170 c,Transit,2.85855,16.665863,0.23680779,0.040184049079754605,754.64,1.03,18.968081,41.629604
Kepler-171 b,Transit,2.34289,4.166972,0.24307014,0.015337423312883437,885.43,0.84,19.784795,41.755537
Kepler-171 c,Transit,2.55588,11.463462,0.24725839,0.030061349693251537,885.43,0.84,19.784795,41.755537
Kepler-171 d,Transit,1.89449,39.595519,0.35652999,0.06840490797546013,885.43,0.84,19.784795,41.755537
Kepler-172 b,Transit,2.3541,2.940309,0.23959233,0.012269938650306749,848.56,1.08,18.891229,41.821857
Kepler-172 c,Transit,2.85855,6.388996,0.22115301,0.020858895705521477,848.56,1.08,18.891229,41.821857
Kepler-172 d,Transit,2.25321,14.627119,0.26079717,0.03619631901840491,848.56,1.08,18.891229,41.821857
Kepler-172 e,Transit,2.75766,35.118736,0.27485579,0.0647239263803681,848.56,1.08,18.891229,41.821857
Kepler-173 b,Transit,1.28915,4.263742,0.29028981,0.0147239263803681,853.39,0.95,19.643114,41.884106
Kepler-173 c,Transit,2.43257,8.005777,0.24042429,0.022699386503067485,853.39,0.95,19.643114,41.884106
Kepler-174 b,Transit,1.96175,13.98179,0.32172359,0.030674846625766874,389.07,0.62,19.162614,43.832092
Kepler-174 c,Transit,1.49093,44.000529,0.53988462,0.06564417177914111,389.07,0.62,19.162614,43.832092
Kepler-174 d,Transit,2.18595,247.35373,0.61240242,0.20766871165644174,389.07,0.62,19.162614,43.832092
Kepler-175 b,Transit,2.55588,11.903515,0.2396068,0.032208588957055216,1363.39,1.01,19.303553,43.876183
Kepler-175 c,Transit,3.10517,34.035257,0.24955124,0.06533742331288343,1363.39,1.01,19.303553,43.876183
Kepler-176 b,Transit,1.43488,5.433074,0.2904532,0.017791411042944787,535.4,0.89,19.644531,43.853259
Kepler-176 c,Transit,2.60072,12.759712,0.25088469,0.03128834355828221,535.4,0.89,19.644531,43.853259
Kepler-176 d,Transit,2.51104,25.751974,0.29150257,0.05,535.4,0.89,19.644531,43.853259
Kepler-176 e,Transit,1.44609,51.16579,0.2711924,0.031595092024539875,535.4,0.89,19.644531,43.853259
Kepler-177 b,Transit,2.90339,36.855,0.2711924,0.031595092024539875,1497.42,1.05,19.06981,45.053207
Kepler-177 c,Transit,7.09593,49.412,0.2711924,0.031595092024539875,1497.42,1.05,19.06981,45.053207
Kepler-178 b,Transit,2.90339,9.576694,0.2218616,0.026073619631901843,731.04,1.07,19.140074,46.896477
Kepler-178 c,Transit,2.88097,20.552802,0.23778776,0.043558282208588955,731.04,1.07,19.140074,46.896477
Kepler-178 d,Transit,3.94592,96.678988,0.32713273,0.1217791411042945,731.04,1.07,19.140074,46.896477
Kepler-179 b,Transit,1.63666,2.735926,0.27691327,0.011042944785276074,616.39,0.76,19.910917,47.762043
Kepler-179 c,Transit,1.99538,6.40013,0.2681687,0.0196319018404908,616.39,0.76,19.910917,47.762043
Kepler-18 b,Transit,1.99538,3.504725,0.25784257,0.013711656441717792,438.51,1.11,19.871964,44.746321
Kepler-18 c,Transit,5.4929,7.64159,0.14734803,0.02306748466257669,438.51,1.11,19.871964,44.746321
Kepler-18 d,Transit,6.98383,14.85888,0.13323071,0.035950920245398775,438.51,1.11,19.871964,44.746321
Kepler-180 b,Transit,1.50214,13.817124,0.29379366,0.03343558282208589,709.83,1.06,19.704757,49.774586
Kepler-180 c,Transit,3.01549,41.885775,0.26646008,0.07024539877300615,709.83,1.06,19.704757,49.774586
Kepler-181 b,Transit,1.26673,3.137873,0.29350523,0.012269938650306749,620.09,0.75,19.743428,50.095806
Kepler-181 c,Transit,1.99538,4.302149,0.26272704,0.015030674846625769,620.09,0.75,19.743428,50.095806
Kepler-182 b,Transit,2.5783,9.825792,0.23372178,0.0294478527607362,1621.79,1.15,19.322009,50.586246
Kepler-182 c,Transit,3.43026,20.684342,0.21011337,0.048159509202453994,1621.79,1.15,19.322009,50.586246
Kepler-183 b,Transit,2.06264,5.687945,0.25702835,0.0196319018404908,1082.6,0.96,19.568724,39.315898
Kepler-183 c,Transit,2.27563,11.637071,0.25508514,0.031595092024539875,1082.6,0.96,19.568724,39.315898
Kepler-184 b,Transit,2.36531,10.687576,0.25130666,0.02822085889570552,621.24,0.87,19.463462,43.074715000000005
Kepler-184 c,Transit,1.97296,20.303005,0.2901156,0.04325153374233129,621.24,0.87,19.463462,43.074715000000005
Kepler-184 d,Transit,2.48862,29.022358,0.28340512,0.0549079754601227,621.24,0.87,19.463462,43.074715000000005
Kepler-185 b,Transit,1.16584,1.6329,0.29302408,0.007975460122699387,473.07,0.81,18.831208,43.889915
Kepler-185 c,Transit,2.0178,20.729042,0.31079847,0.042638036809815955,473.07,0.81,18.831208,43.889915
Kepler-186 b,Transit,1.06495,3.8867907,0.32624603,0.010521472392638037,172.0,0.52,19.910182,43.955017000000005
Kepler-186 c,Transit,1.25552,7.267302,0.34527624,0.01383435582822086,172.0,0.52,19.910182,43.955017000000005
Kepler-186 d,Transit,1.40125,13.342996,0.4392662,0.023957055214723928,172.0,0.52,19.910182,43.955017000000005
Kepler-186 e,Transit,1.26673,22.407704,0.56873416,0.03374233128834356,172.0,0.52,19.910182,43.955017000000005
Kepler-186 f,Transit,1.16584,129.9441,0.5796919,0.13262134969325154,172.0,0.52,19.910182,43.955017000000005
Kepler-187 b,Transit,1.41246,4.938864,0.2849718,0.018098159509202454,1180.86,1.29,19.986431,44.089306
Kepler-187 c,Transit,2.66798,10.640263,0.22927361,0.030368098159509208,1180.86,1.29,19.986431,44.089306
Kepler-188 b,Transit,1.6815,2.061897,0.27133048,0.0098159509202454,996.09,1.14,18.751982,44.315532999999995
Kepler-188 c,Transit,3.19485,5.996553,0.2055056,0.020245398773006136,996.09,1.14,18.751982,44.315532999999995
Kepler-189 b,Transit,1.21068,10.399931,0.31790974,0.026993865030674847,601.75,0.75,19.170983,44.305004
Kepler-189 c,Transit,2.37652,20.134866,0.29780671,0.04202453987730062,601.75,0.75,19.170983,44.305004
Kepler-19 b,Transit,2.8306203,9.28716,0.23061574,0.026164086503067487,219.95,0.86,19.36139,37.851786000000004
Kepler-19 c,Transit Timing Variations,3.6776042,28.731,0.24347302,0.056369030674846624,219.95,0.86,19.36139,37.851786000000004
Kepler-19 d,Radial Velocity,5.0570803,62.95,0.29210985,0.09315530981595094,219.95,0.86,19.36139,37.851786000000004
Kepler-190 b,Transit,1.55819,2.019999,0.27943913,0.009202453987730062,438.88,0.8,19.238937,44.733799
Kepler-190 c,Transit,1.4573,3.763024,0.28793798,0.013803680981595092,438.88,0.8,19.238937,44.733799
Kepler-191 b,Transit,1.3452,9.939632,0.30918043,0.026687116564417177,604.75,0.79,19.412227,45.323177
Kepler-191 c,Transit,1.86086,17.738506,0.31054323,0.0392638036809816,604.75,0.79,19.412227,45.323177
Kepler-191 d,Transit,2.27563,5.945041,0.2711924,0.031595092024539875,604.75,0.79,19.412227,45.323177
Kepler-192 b,Transit,2.73524,9.926746,0.23278426,0.027607361963190184,664.14,1.01,19.194529,45.592876000000004
Kepler-192 c,Transit,2.79129,21.2234,0.25177026,0.046012269938650305,664.14,1.01,19.194529,45.592876000000004
Kepler-192 d,Transit,1.02011,6.4702758,0.2711924,0.031595092024539875,664.14,1.01,19.194529,45.592876000000004
Kepler-193 b,Transit,2.38773,11.38848,0.24351984,0.03251533742331288,1038.87,1.15,19.766574,46.577244
Kepler-193 c,Transit,2.74645,50.697494,0.27210386,0.08773006134969324,1038.87,1.15,19.766574,46.577244
Kepler-194 b,Transit,1.51335,2.092281,0.27940085,0.0098159509202454,1133.48,1.02,19.464764,47.864174
Kepler-194 c,Transit,2.58951,17.308032,0.24371767,0.040184049079754605,1133.48,1.02,19.464764,47.864174
Kepler-194 d,Transit,2.39894,52.814973,0.30757579,0.08435582822085891,1133.48,1.02,19.464764,47.864174
Kepler-195 b,Transit,2.02901,8.307872,0.27099859,0.023619631901840493,664.47,0.78,19.208065,47.966667
Kepler-195 c,Transit,1.54698,34.096863,0.38846072,0.06042944785276074,664.47,0.78,19.208065,47.966667
Kepler-196 b,Transit,1.9057,20.739886,0.32396937,0.04233128834355829,457.26,0.78,18.997902,42.079205
Kepler-196 c,Transit,2.242,47.427737,0.41398476,0.0736196319018405,457.26,0.78,18.997902,42.079205
Kepler-197 b,Transit,1.02011,5.599308,0.29633547,0.018404907975460124,333.75,1.12,19.681763,50.559006
Kepler-197 c,Transit,1.2331,10.349695,0.29680901,0.027607361963190184,333.75,1.12,19.681763,50.559006
Kepler-197 d,Transit,1.22189,15.677563,0.3028884,0.036503067484662574,333.75,1.12,19.681763,50.559006
Kepler-197 e,Transit,0.90801,25.209715,0.3176146,0.05030674846625768,333.75,1.12,19.681763,50.559006
Kepler-198 b,Transit,2.82492,17.790037,0.24444866,0.040184049079754605,502.52,0.94,19.37821,38.691010999999996
Kepler-198 c,Transit,2.4662,49.567416,0.33584833,0.07944785276073621,502.52,0.94,19.37821,38.691010999999996
Kepler-198 d,Transit,1.52456,1.3118444,0.2711924,0.031595092024539875,502.52,0.94,19.37821,38.691010999999996
Kepler-199 b,Transit,3.10517,23.637604,0.24080087,0.04846625766871166,528.99,0.97,19.703962,40.236271
Kepler-199 c,Transit,3.2509,67.093408,0.32696004,0.09693251533742332,528.99,0.97,19.703962,40.236271
Kepler-20 b,Transit,1.87207,3.6961153,0.26485517,0.01420884509202454,284.88,0.96,19.179868,42.338726
Kepler-20 c,Transit,3.04912,10.854091,0.22219415,0.02948304294478528,284.88,0.96,19.179868,42.338726
Kepler-20 d,Transit,2.74645,77.6113,0.39391671,0.10754601226993867,284.88,0.96,19.179868,42.338726
Kepler-20 e,Transit,0.86317,6.0985228,0.29859722,0.01960122699386503,284.88,0.96,19.179868,42.338726
Kepler-20 f,Transit,0.99769,19.577585,0.32857765,0.04282208588957056,284.88,0.96,19.179868,42.338726
Kepler-20 g,Radial Velocity,4.7126436,34.94,0.21794179,0.06374597239263805,284.88,0.96,19.179868,42.338726
Kepler-200 b,Transit,2.1299,8.594805,0.25848475,0.024539877300613498,678.93,0.94,18.960662,41.237465
Kepler-200 c,Transit,1.59182,10.222157,0.28812613,0.027607361963190184,678.93,0.94,18.960662,41.237465
Kepler-201 b,Transit,2.45499,25.672083,0.25410006,0.05368098159509203,648.18,1.23,19.57507,41.272827
Kepler-201 c,Transit,2.84734,151.88406,0.40190594,0.17576687116564416,648.18,1.23,19.57507,41.272827
Kepler-202 b,Transit,1.62545,4.069427,0.28753191,0.013803680981595092,287.48,0.67,18.864896,41.322006
Kepler-202 c,Transit,1.84965,16.282493,0.34657983,0.034662576687116566,287.48,0.67,18.864896,41.322006
Kepler-203 b,Transit,2.56709,3.162697,0.22955123,0.013190184049079755,717.73,1.11,19.805999,41.388039
Kepler-203 c,Transit,2.4662,5.370647,0.2360453,0.01871165644171779,717.73,1.11,19.805999,41.388039
Kepler-203 d,Transit,1.43488,11.32972,0.2925992,0.030674846625766874,717.73,1.11,19.805999,41.388039
Kepler-204 b,Transit,2.53346,14.400974,0.2403599,0.03588957055214724,700.59,1.24,19.023147,41.761925
Kepler-204 c,Transit,1.7936,25.660593,0.29029545,0.053067484662576686,700.59,1.24,19.023147,41.761925
Kepler-205 b,Transit,1.51335,2.75564,0.29314414,0.0098159509202454,160.46,0.55,19.019142,41.861172
Kepler-205 c,Transit,1.63666,20.306546,0.45777379,0.03742331288343558,160.46,0.55,19.019142,41.861172
Kepler-206 b,Transit,1.19947,7.781987,0.29608317,0.02392638036809816,604.81,1.19,19.442313,41.833866
Kepler-206 c,Transit,1.77118,13.137471,0.27789772,0.03404907975460123,604.81,1.19,19.442313,41.833866
Kepler-206 d,Transit,1.18826,23.44281,0.31651055,0.05,604.81,1.19,19.442313,41.833866
Kepler-207 b,Transit,1.5694,1.611865,0.27615551,0.008895705521472393,898.2,1.59,19.335369,42.16605
Kepler-207 c,Transit,1.50214,3.071571,0.27975891,0.013496932515337423,898.2,1.59,19.335369,42.16605
Kepler-207 d,Transit,3.30695,5.868075,0.19991319,0.020858895705521477,898.2,1.59,19.335369,42.16605
Kepler-208 b,Transit,1.62545,4.22864,0.27499694,0.016564417177914112,793.01,1.31,19.592681,42.528008
Kepler-208 c,Transit,1.39004,7.466623,0.28764008,0.02423312883435583,793.01,1.31,19.592681,42.528008
Kepler-208 d,Transit,1.19947,11.131786,0.29701156,0.031595092024539875,793.01,1.31,19.592681,42.528008
Kepler-208 e,Transit,1.47972,16.259458,0.29111004,0.04049079754601227,793.01,1.31,19.592681,42.528008
Kepler-209 b,Transit,2.26442,16.087845,0.26793725,0.03742331288343558,586.68,0.94,19.411303,42.640812
Kepler-209 c,Transit,3.10517,41.749882,0.28955928,0.07085889570552148,586.68,0.94,19.411303,42.640812
Kepler-21 b,Transit,1.63666,2.78578,0.27306176,0.013105994785276074,108.86,1.9,19.157455,38.714016
Kepler-210 b,Transit,2.93702,2.453234,0.21983058,0.0098159509202454,234.33,0.65,19.500227,43.083149000000006
Kepler-210 c,Transit,3.62083,7.972513,0.22259863,0.021472392638036814,234.33,0.65,19.500227,43.083149000000006
Kepler-211 b,Transit,1.25552,4.138575,0.29612878,0.0147239263803681,312.14,0.82,19.029278,43.168484
Kepler-211 c,Transit,1.28915,6.04045,0.30015054,0.01901840490797546,312.14,0.82,19.029278,43.168484
Kepler-212 b,Transit,1.08737,16.257582,0.30334553,0.040797546012269946,701.04,1.46,19.174723,43.141678
Kepler-212 c,Transit,2.73524,31.805174,0.24430872,0.06349693251533742,701.04,1.46,19.174723,43.141678
Kepler-213 b,Transit,1.62545,2.46236,0.2744169,0.011042944785276074,646.74,1.2,19.38828,44.647186
Kepler-213 c,Transit,2.34289,4.822962,0.24110228,0.01748466257668712,646.74,1.2,19.38828,44.647186
Kepler-214 b,Transit,2.61193,15.660544,0.23482521,0.03987730061349694,1252.07,1.35,18.983658,44.956032
Kepler-214 c,Transit,2.1299,28.7798,0.26902673,0.05950920245398773,1252.07,1.35,18.983658,44.956032
Kepler-215 b,Transit,1.62545,9.360672,0.28245207,0.025766871165644176,492.9,1.03,19.664902,45.213688000000005
Kepler-215 c,Transit,1.77118,14.667108,0.28267415,0.034662576687116566,492.9,1.03,19.664902,45.213688000000005
Kepler-215 d,Transit,2.38773,30.864423,0.27770329,0.05674846625766872,492.9,1.03,19.664902,45.213688000000005
Kepler-215 e,Transit,1.74876,68.16101,0.38535858,0.09631901840490799,492.9,1.03,19.664902,45.213688000000005
Kepler-216 b,Transit,2.3541,7.693641,0.24160829,0.02423312883435583,1229.44,1.26,19.581872,46.129154
Kepler-216 c,Transit,3.03791,17.406669,0.2197333,0.041717791411042954,1229.44,1.26,19.581872,46.129154
Kepler-217 b,Transit,2.23079,5.374943,0.24464536,0.01993865030674847,1140.95,1.8,19.535851,46.277508
Kepler-217 c,Transit,1.84965,8.586004,0.26467663,0.027300613496932517,1140.95,1.8,19.535851,46.277508
Kepler-217 d,Transit,1.32278,3.8868952,0.2711924,0.031595092024539875,1140.95,1.8,19.535851,46.277508
Kepler-218 b,Transit,1.47972,3.619337,0.28295993,0.01411042944785276,669.02,1.06,19.694188,46.266472
Kepler-218 c,Transit,3.1388,44.699576,0.28143592,0.07607361963190185,669.02,1.06,19.694188,46.266472
Kepler-218 d,Transit,2.65677,124.52446,0.2711924,0.031595092024539875,669.02,1.06,19.694188,46.266472
Kepler-219 b,Transit,2.94823,4.585512,0.21333799,0.01748466257668712,805.3,1.49,19.249266,46.762558
Kepler-219 c,Transit,3.57599,22.714613,0.2033759,0.050613496932515344,805.3,1.49,19.249266,46.762558
Kepler-219 d,Transit,2.81371,47.903645,0.25776784,0.08343558282208591,805.3,1.49,19.249266,46.762558
Kepler-22 b,Transit,2.37652,289.8623,0.70951245,0.26042944785276073,190.0,0.98,19.281167,47.884464
Kepler-220 b,Transit,0.80712,4.159807,0.30476485,0.01411042944785276,171.96,0.67,19.43375,46.895779
Kepler-220 c,Transit,1.5694,9.034199,0.31744673,0.023312883435582823,171.96,0.67,19.43375,46.895779
Kepler-220 d,Transit,0.97527,28.122397,0.47029549,0.05,171.96,0.67,19.43375,46.895779
Kepler-220 e,Transit,1.33399,45.902733,0.58611654,0.06932515337423313,171.96,0.67,19.43375,46.895779
Kepler-221 b,Transit,1.71513,2.795906,0.27287698,0.011349693251533743,389.55,0.82,19.776985,46.83527
Kepler-221 c,Transit,2.92581,5.690586,0.22201661,0.018098159509202454,389.55,0.82,19.776985,46.83527
Kepler-221 d,Transit,2.73524,10.04156,0.24122912,0.026687116564417177,389.55,0.82,19.776985,46.83527
Kepler-221 e,Transit,2.63435,18.369917,0.27055791,0.03987730061349694,389.55,0.82,19.776985,46.83527
Kepler-222 b,Transit,3.16122,3.936981,0.20808134,0.0147239263803681,775.61,0.87,19.193741,46.937766999999994
Kepler-222 c,Transit,4.64094,10.08881,0.1747476,0.027914110429447855,775.61,0.87,19.193741,46.937766999999994
Kepler-222 d,Transit,3.68809,28.081912,0.24778861,0.05521472392638037,775.61,0.87,19.193741,46.937766999999994
Kepler-223 b,Transit,2.99307,7.38449,0.2711924,0.023708136503067485,1960.49,1.72,19.887891,47.279495
Kepler-223 c,Transit,3.44147,9.84564,0.2711924,0.028954704601226997,1960.49,1.72,19.887891,47.279495
Kepler-223 d,Transit,5.23507,14.78869,0.2711924,0.037579263803680985,1960.49,1.72,19.887891,47.279495
Kepler-223 e,Transit,4.5961,19.72567,0.2711924,0.04556348159509203,1960.49,1.72,19.887891,47.279495
Kepler-224 b,Transit,1.39004,3.132924,0.29116879,0.011656441717791411,799.75,0.68,19.39562,47.357601
Kepler-224 c,Transit,3.11638,5.925003,0.22077036,0.017791411042944787,799.75,0.68,19.39562,47.357601
Kepler-224 d,Transit,2.29805,11.349393,0.27845777,0.027300613496932517,799.75,0.68,19.39562,47.357601
Kepler-224 e,Transit,1.97296,18.643577,0.32987124,0.03803680981595092,799.75,0.68,19.39562,47.357601
Kepler-225 b,Transit,1.19947,6.738975,0.39743903,0.01717791411042945,569.99,0.48,19.4796,47.457096
Kepler-225 c,Transit,1.83844,18.794234,0.58342149,0.03404907975460123,569.99,0.48,19.4796,47.457096
Kepler-226 b,Transit,1.54698,3.940997,0.28227796,0.014417177914110431,1008.14,0.8,19.491743,47.880989
Kepler-226 c,Transit,2.27563,5.349555,0.24913783,0.017791411042944787,1008.14,0.8,19.491743,47.880989
Kepler-226 d,Transit,1.22189,8.109044,0.30393801,0.023312883435582823,1008.14,0.8,19.491743,47.880989
Kepler-227 b,Transit,3.10517,9.488015,0.21342875,0.027607361963190184,1117.5,1.09,19.462283,48.141650999999996
Kepler-227 c,Transit,3.03791,54.418694,0.28639051,0.08895705521472393,1117.5,1.09,19.462283,48.141650999999996
Kepler-228 b,Transit,1.52456,2.566546,0.27942875,0.011656441717791411,1724.6,1.01,19.75241,48.224667000000004
Kepler-228 c,Transit,2.70161,4.134444,0.22460198,0.015950920245398775,1724.6,1.01,19.75241,48.224667000000004
Kepler-228 d,Transit,4.0356,11.094286,0.18437855,0.030981595092024545,1724.6,1.01,19.75241,48.224667000000004
Kepler-229 b,Transit,2.19716,6.252972,0.26026185,0.01901840490797546,845.88,0.73,19.133299,48.375797
Kepler-229 c,Transit,4.92119,16.068638,0.19851281,0.03588957055214724,845.88,0.73,19.133299,48.375797
Kepler-229 d,Transit,3.84503,41.194912,0.33040687,0.06748466257668712,845.88,0.73,19.133299,48.375797
Kepler-23 b,Transit,1.9057,7.1073,0.26239041,0.023006134969325152,856.34,1.55,19.614596,49.479225
Kepler-23 c,Transit,3.19485,10.7421,0.20687292,0.030368098159509208,856.34,1.55,19.614596,49.479225
Kepler-23 d,Transit,2.19716,15.274299,0.25309111,0.03803680981595092,856.34,1.55,19.614596,49.479225
Kepler-230 b,Transit,4.2598,32.625555,0.23714923,0.058588957055214726,756.73,0.82,19.047904,48.505859
Kepler-230 c,Transit,2.04022,91.773242,0.50830278,0.11656441717791412,756.73,0.82,19.047904,48.505859
Kepler-231 b,Transit,1.72634,10.065275,0.42015279,0.022699386503067485,319.49,0.49,19.598225,50.531914
Kepler-231 c,Transit,1.92812,19.271566,0.55819274,0.03496932515337424,319.49,0.49,19.598225,50.531914
Kepler-232 b,Transit,3.08275,4.431222,0.20991507,0.016564417177914112,1402.96,0.97,19.721078,51.121742
Kepler-232 c,Transit,3.83382,11.379349,0.19280778,0.030981595092024545,1402.96,0.97,19.721078,51.121742
Kepler-233 b,Transit,2.43257,8.472382,0.25161324,0.023619631901840493,877.73,0.76,19.757769,51.319523000000004
Kepler-233 c,Transit,2.71282,60.418955,0.42090072,0.08803680981595093,877.73,0.76,19.757769,51.319523000000004
Kepler-234 b,Transit,3.6993,2.711506,0.18572585,0.012269938650306749,1821.01,1.11,19.443569,38.494659
Kepler-234 c,Transit,3.50873,7.21205,0.19520669,0.023619631901840493,1821.01,1.11,19.443569,38.494659
Kepler-235 b,Transit,2.23079,3.340222,0.26333659,0.011349693251533743,433.24,0.55,19.071941,39.278313
Kepler-235 c,Transit,1.27794,7.824904,0.35133243,0.01993865030674847,433.24,0.55,19.071941,39.278313
Kepler-235 d,Transit,2.05143,20.060548,0.44003972,0.03742331288343558,433.24,0.55,19.071941,39.278313
Kepler-235 e,Transit,2.21958,46.183669,0.64757464,0.06533742331288343,433.24,0.55,19.071941,39.278313
Kepler-236 b,Transit,1.5694,8.295611,0.39114875,0.01993865030674847,291.17,0.51,18.924426,39.898092
Kepler-236 c,Transit,1.99538,23.968127,0.60371406,0.04049079754601227,291.17,0.51,18.924426,39.898092
Kepler-237 b,Transit,1.41246,4.715106,0.29593921,0.015337423312883437,670.41,0.72,18.881427,40.421834
Kepler-237 c,Transit,2.08506,8.103636,0.27581554,0.021779141104294478,670.41,0.72,18.881427,40.421834
Kepler-238 b,Transit,1.72634,2.090876,0.26901683,0.010429447852760738,1897.73,1.43,19.193142,40.637814999999996
Kepler-238 c,Transit,2.38773,6.155557,0.23896685,0.021165644171779144,1897.73,1.43,19.193142,40.637814999999996
