,P_NAME,P_STATUS,P_DETECTION,P_MASS,P_RADIUS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_ESI,P_DISTANCE,S_DISTANCE,S_MASS,S_RADIUS_EST,S_TYPE,S_CONSTELLATION,S_RA_H,S_DEC_T,P_HABZONE_CON
154,GJ 3323 c,3.0,Radial Velocity,2.3106096,,40.54,0.17,0.081606268,0.39157817,0.12822648,1.6319018404907977,0.16,0.12,M4,Eridanus,5.0326189,-5.053737,0
155,GJ 3341 b,3.0,Radial Velocity,6.6108225,,14.207,0.31,3.5602707,0.50351493,0.09327645,7.104294478527608,0.47,0.44,M2.5,Columba,5.2629778,-30.704048999999998,0
156,GJ 3470 b,3.0,Radial Velocity,13.898619,4.57368,3.3366496,,36.121629,0.19183894,0.0355,9.033742331288344,0.54,0.55,M1.5,Cancer,7.984957,15.391492,0
157,GJ 357 b,3.0,Transit,1.8402241,1.22189,3.93072,,12.760347,0.3915561,0.035,2.895705521472393,0.34,0.34,M2.5 V,Hydra,9.6004552,-20.339203,0
158,GJ 357 c,3.0,Radial Velocity,3.4007596,,9.1247,,4.2008667,0.53064379,0.061,2.895705521472393,0.34,0.34,M2.5 V,Hydra,9.6004552,-20.339203,0
159,GJ 357 d,3.0,Radial Velocity,6.0991194,,55.661,,0.37561094,0.57128654,0.204,2.895705521472393,0.34,0.34,M2.5 V,Hydra,9.6004552,-20.339203,1
160,GJ 3634 b,3.0,Radial Velocity,8.2635281,,2.64561,0.08,,,0.02879184,6.073619631901841,0.45,0.43,M2.5,Hydra,10.976417,-30.856011,0
161,GJ 3779 b,3.0,Radial Velocity,7.9997308,,3.0232,0.07,12.716533,0.31171787,0.0260637,4.217791411042945,0.27,0.28,M4.0 V,Coma Berenices,13.382428,24.467626,0
162,GJ 3942 b,3.0,Radial Velocity,7.1384169,,6.905,0.121,20.316112,0.28767606,0.061245086,5.196319018404909,0.63,0.61,M0,Draco,16.150874,52.943873999999994,0
163,GJ 3998 b,3.0,Radial Velocity,2.4695236,,2.64977,0.0,49.08969,0.31195279,0.029,5.5705521472392645,0.5,0.49,M1,Ophiuchus,17.266845,11.057666000000001,0
164,GJ 3998 c,3.0,Radial Velocity,6.2612117,,13.74,0.049,5.2182907,0.44009772,0.089106844,5.5705521472392645,0.5,0.49,M1,Ophiuchus,17.266845,11.057666000000001,0
165,GJ 411 b,3.0,Radial Velocity,2.9907615,,12.9532,0.22,3.6535463,0.56962921,0.0803997,0.7822085889570553,0.39,0.39,M1.9,Ursa Major,11.05561,35.969879,0
166,GJ 4276 b,3.0,Radial Velocity,16.568374,,13.352,0.37,3.1729183,0.42906097,0.0876129,6.549079754601228,0.41,0.41,M4.0,Cepheus,22.421403,59.413835,0
167,GJ 433 b,3.0,Radial Velocity,6.3565601,,7.3709,0.08,8.9562614,0.36422091,0.060192,2.7822085889570554,0.59,0.5,M1.5,Hydra,11.59082,-31.46003,0
168,GJ 436 b,3.0,Radial Velocity,22.24796,4.17012,2.6438831,0.13827,,,0.029378176,2.9938650306748467,0.47,0.46,M2.5 V,Leo,11.703082,26.70657,0
169,GJ 504 b,3.0,Imaging,1271.312,,,,0.0005994279,0.069554746,43.5,5.38036809815951,1.22,0.91554525,G0 V,Virgo,13.279588,9.424156,0
170,GJ 536 b,3.0,Radial Velocity,5.3585801,,8.7076,0.08,9.3388622,0.37267725,0.066823152,3.1932515337423317,0.52,0.5,M1 V,Virgo,14.017553,-1.345136,0
171,GJ 581 b,3.0,Radial Velocity,15.2,,5.368,0.022,7.1358813,0.318045,0.041009923,1.932515337423313,0.32300001,0.29899999,M2.5V,Libra,15.324119,-6.2777199999999995,0
172,GJ 581 c,3.0,Radial Velocity,5.652,,12.919,0.086999997,2.1983489,0.6211458,0.074280054,1.932515337423313,0.32300001,0.29899999,M2.5V,Libra,15.324119,-6.2777199999999995,0
173,GJ 581 e,3.0,Radial Velocity,1.657,,3.1530001,0.125,14.372555,0.38264987,0.029226562,1.932515337423313,0.32300001,0.29899999,M2.5V,Libra,15.324119,-6.2777199999999995,0
174,GJ 625 b,3.0,Radial Velocity,2.8191344,,14.628,0.13,2.1197713,0.71078019,0.07902315,1.9907975460122702,0.3,0.31,M2,Draco,16.423508,54.304103999999995,0
175,GJ 649 b,3.0,Radial Velocity,104.24758,,598.3,0.3,,,1.186075,3.1840490797546015,0.54,,M0.5,Hercules,16.969126,25.74416,0
176,GJ 667 C b,3.0,Radial Velocity,5.7209041,,7.2004,0.13,8.2243202,0.38258998,0.050926725,2.085889570552147,0.33,0.42929603,M1.5 V,Scorpius,17.31634,-33.003173,0
177,GJ 667 C c,3.0,Radial Velocity,3.813936,,28.14,0.02,1.3312158,0.77796153,0.125025,2.085889570552147,0.33,0.42929603,M1.5 V,Scorpius,17.31634,-33.003173,0
178,GJ 667 C e,3.0,Radial Velocity,2.542624,,62.24,0.02,0.45846827,0.71219407,0.2130426,2.085889570552147,0.33,0.42929603,M1.5 V,Scorpius,17.31634,-33.003173,1
179,GJ 667 C f,3.0,Radial Velocity,2.542624,,39.026,0.03,0.85492484,0.86977617,0.1560702,2.085889570552147,0.33,0.42929603,M1.5 V,Scorpius,17.31634,-33.003173,1
180,GJ 667 C g,3.0,Radial Velocity,4.449592,,256.2,0.08,0.069219926,0.34385546,0.5507568,2.085889570552147,0.33,0.42929603,M1.5 V,Scorpius,17.31634,-33.003173,0
181,GJ 674 b,3.0,Radial Velocity,11.12398,,4.6938,0.2,,,0.03978,1.3957055214723926,0.35,,M2.5,Ara,17.477764,-45.104809,0
182,GJ 676 A b,3.0,Radial Velocity,1576.4269,,1056.8001,0.33,0.026520279,0.096945248,1.919099,4.91717791411043,0.73,0.69,M0 V,Ara,17.503114,-50.363022,0
183,GJ 676 A c,3.0,Radial Velocity,2161.2304,,7337.0,,0.0019036899,0.07239586,6.6,4.91717791411043,0.73,0.69,M0 V,Ara,17.503114,-50.363022,0
184,GJ 676 A d,3.0,Radial Velocity,4.449592,,3.6005,0.262,50.165845,0.28355303,0.042807002,4.91717791411043,0.73,0.69,M0 V,Ara,17.503114,-50.363022,0
185,GJ 676 A e,3.0,Radial Velocity,7.9457001,,35.39,0.125,2.3175476,0.56751232,0.19138915,4.91717791411043,0.73,0.69,M0 V,Ara,17.503114,-50.363022,0
186,GJ 685 b,3.0,Radial Velocity,9.000889,,24.16,0.0,3.0669811,0.49911126,0.1344,4.392638036809816,0.55,0.54,M0.5,Draco,17.592913,61.681563999999995,0
187,GJ 687 b,3.0,Radial Velocity,19.06968,,38.14,0.04,0.71393931,0.53089782,0.170136,1.3957055214723926,0.45,0.43,M3 V,Draco,17.607195,68.339142,1
188,GJ 832 b,3.0,Radial Velocity,216.12304,,3657.0,0.08,0.0025311276,0.066974826,3.571392,1.5245398773006136,0.45,0.49557131,M1.5,Grus,21.559439,-48.990994,0
189,GJ 832 c,3.0,Radial Velocity,5.403076,,35.68,0.18,1.2234795,0.72779088,0.1656406,1.5245398773006136,0.45,0.49557131,M1.5,Grus,21.559439,-48.990994,0
190,GJ 849 b,3.0,Radial Velocity,317.828,,1882.0,0.04,0.0050323229,0.070609125,2.35188,2.699386503067485,0.65,0.53,M3 V,Aquarius,22.161209,-3.359271,0
191,GJ 86 b,3.0,Radial Velocity,1404.7998,,15.76491,0.04,31.682692,0.10161138,0.110088,3.309815950920245,0.93,0.77,K1 V,Eridanus,2.1738707,-49.176277,0
192,GJ 876 b,3.0,Radial Velocity,723.2494,,61.1166,0.0324,,,0.20842634,1.4355828220858895,0.32,0.3,M4,Aquarius,22.887983,-13.7363,0
193,GJ 876 c,3.0,Radial Velocity,226.99276,,30.0881,0.25591,,,0.13383342,1.4355828220858895,0.32,0.3,M4,Aquarius,22.887983,-13.7363,0
194,GJ 876 d,3.0,Radial Velocity,6.6743881,,1.93778,0.207,,,0.02125278,1.4355828220858895,0.32,0.3,M4,Aquarius,22.887983,-13.7363,0
195,GJ 876 e,3.0,Radial Velocity,14.620088,,124.26,0.055,,,0.33480563,1.4355828220858895,0.32,0.3,M4,Aquarius,22.887983,-13.7363,0
196,GJ 96 b,3.0,Radial Velocity,19.66084,,73.94,0.44,,,0.3191688,3.6625766871165646,0.6,,M2,Andromeda,2.3707345,47.880028,0
197,GJ 9827 b,3.0,Transit,4.9104426,1.58061,1.2089819,0.0,323.76833,0.2794649,0.0188,9.107361963190185,0.61,0.6,K5 V,Pisces,23.451344,-0.713727,0
198,GJ 9827 c,3.0,Transit,0.83906593,1.24431,3.6480957,0.0,74.279803,0.30738876,0.03925,9.107361963190185,0.61,0.6,K5 V,Pisces,23.451344,-0.713727,0
199,GJ 9827 d,3.0,Transit,4.0395939,2.0178,6.2014698,0.0,36.607585,0.28929095,0.05591,9.107361963190185,0.61,0.6,K5 V,Pisces,23.451344,-0.713727,0
200,GQ Lup b,3.0,Imaging,6356.5601,33.63,,,,,100.0,46.57055214723926,0.7,,K7e V,Lupus,15.820029,-34.348579,0
201,GSC 06214-00210 b,3.0,Imaging,5085.248,,,,,,320.0,44.47852760736197,0.9,,K7,Scorpius,16.365186,-19.280798,0
202,GU Psc b,3.0,Imaging,3591.4564,14.18065,,,,,2000.0,14.723926380368098,0.33,,M3,Pisces,1.2097338,17.065475,0
203,Gl 378 b,3.0,Radial Velocity,13.021413,,3.822,0.109,41.150537,0.2146175,0.039669264,4.588957055214724,0.56,0.56,M1,Ursa Major,10.039375,48.088806000000005,0
204,Gl 49 b,3.0,Radial Velocity,5.6287339,,13.8508,0.363,6.4007791,0.41757765,0.096462547,3.0245398773006134,0.52,0.51,M1.5 V,Cassiopeia,1.0441296,62.345043000000004,0
205,Gl 686 b,3.0,Radial Velocity,6.639427,,15.5314,0.077,3.39381,0.51240568,0.091971845,2.503067484662577,0.42,0.42,M1,Hercules,17.631487,18.591708999999998,0
206,HAT-P-1 b,3.0,Transit,166.8597,14.78599,4.4652998,,507.17673,0.063301959,0.05561,48.990797546012274,1.15,1.17,G0 V,Lacerta,22.963008,38.674952999999995,0
207,HAT-P-11 b,3.0,Transit,23.398498,4.36069,4.8878024,0.218,80.280654,0.18011769,0.053788455,11.598159509202455,0.81,0.68,K4,Cygnus,19.847291,48.080856000000004,0
208,HAT-P-11 c,3.0,Radial Velocity,506.99605,,3407.0,0.601,0.015864845,0.0830892,4.8758801,11.598159509202455,0.81,0.68,K4,Cygnus,19.847291,48.080856000000004,0
209,HAT-P-12 b,3.0,Transit,67.061709,10.75039,3.2130598,0.0,139.19835,0.088893894,0.0384,43.71165644171779,0.73,0.7,K4,Canes Venatici,13.9593,43.493534000000004,0
210,HAT-P-13 b,3.0,Transit,270.47163,14.25912,2.91625,0.0133,1222.7384,0.064111452,0.042679344,65.6441717791411,1.22,1.56,G4,Ursa Major,8.6588362,47.352051,0
211,HAT-P-13 c,3.0,Radial Velocity,4538.5839,,446.27,0.6616,1.9919849,0.35550128,1.4881528,65.6441717791411,1.22,1.56,G4,Ursa Major,8.6588362,47.352051,0
212,HAT-P-14 b,3.0,Transit,1093.3283,15.9182,4.62767,0.11,1002.1155,0.058310146,0.075646006,68.74233128834356,2.65,1.82,F,Hercules,17.341079,38.242165,0
213,HAT-P-15 b,3.0,Transit,616.58633,11.8826,10.8635,0.19,109.02472,0.084145052,0.097706888,59.37423312883436,1.0,1.07,G5,Perseus,4.4165353,39.460636,0
214,HAT-P-16 b,3.0,Transit,1332.6528,14.44969,2.77596,0.036,1162.1769,0.063405877,0.041326762,72.08588957055215,1.22,1.24,F8,Andromeda,0.6382121,42.463078,0
215,HAT-P-17 b,3.0,Transit,184.34024,11.7705,10.33852,0.35,64.017148,0.091504247,0.09821502,28.414110429447852,0.99,0.87,K,Cygnus,21.635761,30.488716,0
216,HAT-P-17 c,3.0,Radial Velocity,1080.6152,,5584.0,0.39,0.017786558,0.087093496,6.02588,28.414110429447852,0.99,0.87,K,Cygnus,21.635761,30.488716,0
217,HAT-P-18 b,3.0,Transit,62.612117,11.15395,5.508023,0.084,86.13418,0.09099285,0.056097215,50.92024539877301,0.77,0.75,K2,Hercules,17.089766,33.012512,0
218,HAT-P-19 b,3.0,Transit,92.805777,12.68972,4.008778,0.067,172.3946,0.076361023,0.046704594,65.95092024539878,0.84,0.82,K1,Andromeda,0.6344495,34.711575,0
219,HAT-P-2 b,3.0,Transit,2739.6774,,5.6335158,0.5172,721.75808,0.072495013,0.077253583,39.34049079754602,1.33,1.39,F8,Hercules,16.343433,41.048083999999996,0
220,HAT-P-20 b,3.0,Transit,2302.9817,9.71907,2.875317,0.015,145.93631,0.095951003,0.036104061,21.472392638036812,0.76,0.69,K3,Gemini,7.4610983,24.33663,0
221,HAT-P-21 b,3.0,Transit,1547.8224,12.4431,4.12448,0.23,449.67067,0.073790623,0.055492469,85.73006134969326,1.24,1.21,G3,Ursa Major,11.418331,41.027954,0
222,HAT-P-22 b,3.0,Transit,785.03517,12.8915,3.21222,0.02,443.23625,0.071614753,0.04437715,25.141104294478527,1.13,1.11,G5,Ursa Major,10.378782,50.128345,0
223,HAT-P-23 b,3.0,Transit,425.88952,12.2189,1.21288,0.11,2932.8693,0.072926318,0.018670258,113.07055214723927,0.58,0.96,G0,Delphinus,20.408258,16.762152,0
224,HAT-P-24 b,3.0,Transit,238.371,14.573,3.35524,0.07,1189.4829,0.062908338,0.048823419,128.91411042944785,1.37,1.38,F8,Gemini,7.2550042,14.262599,0
225,HAT-P-25 b,3.0,Transit,180.84413,12.72335,3.6528151,0.023,324.07755,0.073312811,0.046612326,92.92944785276075,1.01,0.92,G5,Aries,3.2290281,25.197405,0
226,HAT-P-26 b,3.0,Transit,22.24796,7.0623,4.23452,0.12,160.70138,0.1222707,0.053567421,43.6840490797546,1.12,0.87,K1,Virgo,14.210426,4.059997,0
227,HAT-P-27 b,3.0,Transit,197.05336,11.4342,3.039577,0.0,357.89626,0.079928269,0.04,62.57668711656442,0.94,0.9,G8,Virgo,14.851163,5.947368,0
228,HAT-P-28 b,3.0,Transit,198.96033,13.58652,3.257215,0.051,599.86488,0.067817587,0.043456442,121.16564417177915,1.02,1.1,G3,Andromeda,0.86671778,34.728413,0
229,HAT-P-29 b,3.0,Transit,279.68864,13.1157,5.72319,0.09,415.69291,0.070719055,0.07114532,97.04294478527608,1.45,1.3,F8,Perseus,2.2087429,51.778759,0
230,HAT-P-3 b,3.0,Transit,206.5882,10.5374,2.8997,0.0,297.82542,0.086213809,0.040567684,41.4355828220859,1.06,0.87,K,Ursa Major,13.739609,48.028667,0
231,HAT-P-30 b,3.0,Transit,263.79724,16.1424,2.8106,0.04,1194.9181,0.057415705,0.045133614,66.0398773006135,1.55,1.31,F7,Hydra,8.2633267,5.8367189999999995,0
232,HAT-P-31 b,3.0,Transit,721.46957,12.2189,5.00542,0.25,616.40832,0.074304061,0.064603736,106.58895705521473,1.31,1.39,,Hercules,18.102515,26.426662,0
233,HAT-P-32 b,3.0,Transit,216.12304,22.1958,2.1500082,0.159,1914.2272,0.042685576,0.034399398,89.420245398773,1.13,1.37,,Andromeda,2.0695233,46.687836,0
234,HAT-P-33 b,3.0,Transit,292.40176,20.7385,3.47447,0.0,1650.3313,0.045526776,0.054801493,122.86809815950922,1.82,1.79,F4,Gemini,7.5456145,33.835052000000005,0
235,HAT-P-34 b,3.0,Transit,2227.9743,15.1335,5.45265,0.44,532.62244,0.06192905,0.10777349,77.01840490797547,4.26,1.73,,Sagitta,20.213024,18.104868,0
236,HAT-P-35 b,3.0,Transit,2390.0666,39.7955,3.64671,0.03,1022.7899,0.025205118,0.13295281,157.73006134969327,23.56,3.82,,Hydra,8.216718,4.787023,0
237,HAT-P-36 b,3.0,Transit,587.40972,14.31517,1.3273468,,1664.4337,0.063657576,0.0241,91.08282208588957,1.03,1.04,G5 V,Canes Venatici,12.551084,44.915352,0
238,HAT-P-37 b,3.0,Transit,371.54094,13.20538,2.797436,0.058,442.74946,0.070149202,0.037963748,126.07361963190185,0.93,0.88,,Draco,18.953072,51.269138,0
239,HAT-P-38 b,3.0,Transit,84.860077,9.24825,4.640382,0.067,224.25737,0.097199814,0.052417387,76.38036809815951,0.89,0.92,G5,Triangulum,2.3588824,32.246151,0
240,HAT-P-39 b,3.0,Transit,190.37897,17.61091,3.54387,0.0,1551.4115,0.052887086,0.0509,196.93251533742333,1.4,1.62,,Gemini,7.5838835,17.830082,0
241,HAT-P-4 b,3.0,Transit,213.26259,14.28154,3.056536,0.0,,,0.04438,96.31901840490798,,,G1 V,Bootes,15.332758,36.229664,0
242,HAT-P-40 b,3.0,Transit,152.55744,17.0392,4.45724,0.0,1608.8213,0.054465893,0.05351793,144.38036809815952,1.03,1.94,,Lacerta,22.367525,45.457378000000006,0
243,HAT-P-41 b,3.0,Transit,378.21532,22.9805,2.69405,0.0,2337.4725,0.04123942,0.051823488,107.86196319018406,2.56,2.05,,Aquila,19.821511,4.672421,0
244,HAT-P-42 b,3.0,Transit,331.81244,14.3488,4.641878,0.0,690.06672,0.064427332,0.0575,137.11656441717793,1.18,1.53,,Hydra,9.0229599,6.09723,0
245,HAT-P-43 b,3.0,Transit,210.40214,14.36001,3.332687,0.0,560.94767,0.064737417,0.0443,166.25766871165646,1.05,1.1,F9,Cancer,8.5950496,10.206653,0
246,HAT-P-44 b,3.0,Transit,111.87546,13.92282,4.301219,0.044,247.51675,0.068902393,0.050749078,111.34969325153375,0.94,0.95,,Bootes,14.209606,47.014687,0
247,HAT-P-44 c,3.0,Radial Velocity,1271.312,,872.2,0.494,0.23816665,0.25420004,1.9657755,111.34969325153375,0.94,0.95,,Bootes,14.209606,47.014687,0
248,HAT-P-45 b,3.0,Transit,283.50258,15.98546,3.128992,0.049,1228.2774,0.057896597,0.045254263,93.55828220858896,1.26,1.32,,Serpens,18.29155,-2.618964,0
249,HAT-P-46 b,3.0,Transit,156.68921,14.39364,4.463129,0.123,745.6055,0.064136187,0.058136472,90.79754601226995,1.28,1.4,,Serpens,18.029614,-1.0290529999999998,0
250,HAT-P-49 b,3.0,Transit,699.22161,17.8239,2.69155,0.0,3372.119,0.051947458,0.049388842,108.55521472392638,2.22,2.06,F,Vulpecula,20.362761,26.692652,0
251,HAT-P-5 b,3.0,Transit,311.47144,13.5641,2.78849,0.0,919.41084,0.067297284,0.039273541,93.8680981595092,1.04,1.12,G,Lyra,18.293699,36.62141,0
252,HAT-P-50 b,3.0,Transit,429.0678,14.43848,3.1220109,0.115,1975.6936,0.063072362,0.045599546,152.45398773006136,1.27,1.7,F5,Canis Minor,7.8708945,12.13941,0
253,HAT-P-51 b,3.0,Transit,98.208853,14.49453,4.2180278,0.123,335.03355,0.065484818,0.051073445,144.1717791411043,0.98,1.04,G7,Pisces,1.4043461,32.810764,0
254,HAT-P-52 b,3.0,Transit,259.98331,11.31089,2.7535953,0.047,360.88027,0.080637705,0.0369808,118.09815950920246,0.89,0.89,K1,Aries,2.8481121,29.022396,0
255,HAT-P-53 b,3.0,Transit,471.65676,14.77478,1.9616241,0.134,1669.2194,0.061887128,0.031873615,220.55214723926383,1.09,1.21,,Andromeda,1.4580737,38.968147,0
256,HAT-P-54 b,3.0,Transit,241.54928,10.58224,3.799847,0.074,75.676448,0.096403172,0.041282723,44.24846625766872,0.65,0.62,K7,Gemini,6.6598672,25.482539999999997,0
257,HAT-P-55 b,3.0,Transit,184.9759,13.25022,3.5852467,0.139,495.45448,0.069688392,0.046484769,147.23926380368098,1.01,1.01,,Hercules,17.618231,25.731185999999997,0
258,HAT-P-56 b,3.0,Transit,734.18269,16.9271,2.79083,,1893.5248,0.054693141,0.04359412,99.23312883435584,1.42,1.47,F8,Gemini,6.7232029,27.252293,0
259,HAT-P-57 b,3.0,Transit,448.13748,19.5054,2.4653,0.0,1957.7097,0.04805426,0.050147504,86.52760736196319,2.77,1.85,A8 V,Ophiuchus,18.316229,10.597294,0
260,HAT-P-6 b,3.0,Transit,419.53296,16.5908,3.85298,0.0,1285.0796,0.05595888,0.058388197,85.12269938650307,1.79,1.62,,Andromeda,23.651616,42.465973000000005,0
261,HAT-P-65 b,3.0,Transit,167.49536,21.1869,2.6054552,0.304,2416.1311,0.044441259,0.041335678,257.9754601226994,1.21,1.86,G2,Equuleus,21.060367,11.989403999999999,0
262,HAT-P-66 b,3.0,Transit,248.85933,17.8239,2.972086,0.09,2167.6239,0.052121025,0.043806702,284.35582822085894,1.25,1.88,G0,Ursa Major,10.038176,53.950863000000005,0
263,HAT-P-67 b,3.0,Transit,108.06152,23.37285,4.8101025,0.0,2318.5803,0.040601024,0.06505,98.15950920245399,1.64,2.55,,Hercules,17.10738,44.776981,0
264,HAT-P-69 b,3.0,Transit,1137.8243,18.78796,4.7869491,0.0,2321.5373,0.049644602,0.06555,105.49079754601227,1.65,1.93,,Hydra,8.7003763,3.710566,0
265,HAT-P-7 b,3.0,Transit,584.80353,16.9271,2.20474,0.0,4041.1179,0.05439675,0.038440527,105.66257668711657,1.56,2.0,,Cygnus,19.483155,47.969513,0
266,HAT-P-70 b,3.0,Transit,2154.8739,20.9627,2.7443245,0.0,7036.6825,0.04459505,0.04739,100.92024539877302,1.89,1.86,,Orion,4.9701558,9.997978999999999,0
267,HAT-P-8 b,3.0,Transit,406.81984,15.694,3.07634,0.0,1624.5036,0.058648175,0.044819501,65.28834355828221,1.27,1.57,F6,Pegasus,22.869406,35.447109,0
268,HAT-P-9 b,3.0,Transit,238.05317,15.61553,3.9228107,0.084,939.10066,0.059388566,0.053056525,147.23926380368098,1.28,1.34,F7,Auriga,7.344569,37.140652,0
269,HATS-1 b,3.0,Transit,589.57095,14.59542,3.446459,0.12,587.88373,0.063736251,0.04471968,92.94478527607363,0.99,1.04,,Crater,11.70169,-22.645163999999998,0
270,HATS-10 b,3.0,Transit,167.17753,10.86249,3.312846,0.501,742.43185,0.081889194,0.050546227,152.1472392638037,1.1,1.1,,Sagittarius,19.620455,-21.795523,0
271,HATS-11 b,3.0,Transit,,18.03689,3.619188,,1533.6413,0.051761042,0.0507,296.7300613496933,1.33,1.54,G0,Sagittarius,19.293385,-21.610073,0
272,HATS-12 b,3.0,Transit,,7.75732,3.142702,,1029.8928,0.10794607,0.0441,157.18098159509202,1.16,1.17,F,Sagittarius,19.280161,-18.644092999999998,0
273,HATS-13 b,3.0,Transit,172.58061,13.58652,3.0440499,0.181,407.93589,0.068652447,0.041234557,146.01226993865032,0.96,0.89,,Capricornus,21.130765,-25.903345,0
274,HATS-14 b,3.0,Transit,340.39379,11.64719,2.7667641,0.142,439.34388,0.078135431,0.038534628,157.36196319018407,0.97,0.93,,Capricornus,20.881033,-24.312666,0
275,HATS-15 b,3.0,Transit,689.68677,12.38705,1.7474875,0.126,826.92329,0.072989217,0.027335279,211.34969325153375,0.87,0.92,G9 V,Capricornus,20.739465,-18.56249,0
276,HATS-16 b,3.0,Transit,1039.2976,14.573,2.686502,0.0,1065.375,0.063012482,0.03744,237.42331288343559,0.97,1.24,G3 V,Sculptor,23.903915,-29.987001,0
277,HATS-17 b,3.0,Transit,425.25387,8.71017,16.254611,0.029,72.701621,0.1120395,0.130855,103.9877300613497,1.13,1.09,G V,Centaurus,12.812654,-46.386306999999995,0
278,HATS-18 b,3.0,Transit,629.14053,14.89809,0.83784,,3027.9075,0.061143467,0.0174,197.85276073619633,1.04,1.02,G V,Hydra,11.59716,-28.843988000000003,0
279,HATS-2 b,3.0,Transit,427.47866,13.09328,1.354133,0.0,1024.0661,0.069296703,0.023,110.42944785276075,0.88,0.9,K,Crater,11.782607,-21.437008,0
280,HATS-22 b,3.0,Transit,870.84873,10.68313,4.7228124,0.079,90.182964,0.09348354,0.050406805,63.77300613496933,0.76,0.69,K V,Hydra,11.600649,-28.456688,0
281,HATS-23 b,3.0,Transit,467.20716,20.8506,2.1605156,0.114,1256.0645,0.045500922,0.034190737,229.14110429447854,1.12,1.2,G V,Telescopium,19.091114,-49.93264799999999,0
282,HATS-24 b,3.0,Transit,718.29129,15.63795,1.3484978,0.0,2792.5127,0.058563842,0.0238,156.44171779141107,1.07,1.12,F V,Pavo,17.926047,-60.252689,0
283,HATS-25 b,3.0,Transit,194.82857,14.1246,4.2986432,0.176,448.77435,0.066152413,0.052429645,142.94478527607362,0.99,1.11,G,Hydra,13.860519,-22.218826,0
284,HATS-26 b,3.0,Transit,206.5882,19.6175,3.3023881,0.245,2330.1925,0.047717259,0.048771092,278.22085889570553,1.3,2.04,F,Antlia,9.6617914,-27.41441,0
285,HATS-27 b,3.0,Transit,168.44884,16.815,4.637038,0.581,1533.6832,0.055153779,0.071412489,257.66871165644176,1.42,1.74,F,Centaurus,12.903505,-45.412285,0
286,HATS-28 b,3.0,Transit,213.58042,13.38474,3.1810781,0.202,414.59034,0.06950098,0.042152807,159.8159509202454,0.93,0.92,G,Telescopium,18.95998,-48.86153,0
287,HATS-29 b,3.0,Transit,207.54169,14.02371,4.6058749,0.158,358.18704,0.067162776,0.05543339,107.66871165644173,1.03,1.07,G,Telescopium,19.006429,-53.106808,0
288,HATS-3 b,3.0,Transit,340.39379,15.48101,3.547851,0.0,1214.59,0.059591911,0.0485,138.95705521472394,1.21,1.4,F,Capricornus,20.830497,-23.571206999999998,0
289,HATS-30 b,3.0,Transit,224.38657,13.17175,3.1743516,0.096,665.51363,0.069496801,0.043740632,103.9877300613497,1.09,1.06,G,Tucana,0.37457955,-58.057449000000005,0
290,HATS-31 b,3.0,Transit,279.68864,18.3844,3.37796,0.233,1889.1148,0.050742785,0.049097507,267.4846625766871,1.27,1.87,,Hydra,12.780187,-23.572636,0
291,HATS-32 b,3.0,Transit,292.40176,14.00129,2.8126548,0.471,801.1675,0.065615001,0.044703441,257.36196319018404,1.1,1.1,,Aquarius,23.071673,-20.728062,0
292,HATS-33 b,3.0,Transit,378.85098,13.7883,2.5495551,0.08,690.43562,0.066718275,0.037389264,78.22085889570553,1.06,1.02,,Telescopium,19.642243,-54.669895,0
293,HATS-34 b,3.0,Transit,299.07615,16.0303,2.1061607,0.108,723.42876,0.058351948,0.031844641,163.19018404907976,0.95,0.98,,Tucana,0.051632336,-61.530659,0
294,HATS-35 b,3.0,Transit,388.38582,16.41144,1.8209993,0.306,2962.396,0.056042637,0.033487708,170.8588957055215,1.32,1.43,,Pavo,19.779219,-62.434391000000005,0
295,HATS-36 b,3.0,Transit,,12.92513,4.175186,,496.75072,0.071194939,0.0523,269.52453987730064,1.1,1.1,G0 V,Sagittarius,19.431914,-22.797207,0
296,HATS-39 b,3.0,Transit,200.23164,17.5997,4.5776348,0.275,1264.3565,0.053071691,0.062341397,237.11656441717793,1.38,1.62,,Puppis,7.4946197,-28.062110999999998,0
297,HATS-4 b,3.0,Transit,420.48645,11.4342,2.516729,0.013,503.98078,0.079056788,0.036203059,128.83435582822088,1.0,0.93,G,Canis Major,6.2741387,-21.453114999999997,0
298,HATS-40 b,3.0,Transit,505.34652,17.7118,3.2642736,0.312,3359.3539,0.052248616,0.05240214,438.95705521472394,1.56,2.26,,Canis Major,6.7047504,-28.223194,0
299,HATS-41 b,3.0,Transit,3082.9316,14.9093,4.193649,0.38,1419.1572,0.061500204,0.06250926,245.39877300613497,1.5,1.71,,Canis Major,6.9011616,-26.949612,0
300,HATS-42 b,3.0,Transit,597.51665,15.694,2.292102,0.229,1997.9386,0.05852623,0.037857274,288.95705521472394,1.27,1.48,,Puppis,7.2301614,-32.562668,0
301,HATS-43 b,3.0,Transit,82.953109,13.2278,4.3888497,0.173,165.05932,0.074074148,0.050179845,104.60122699386504,0.84,0.81,,Columba,5.3692116,-29.029167,0
302,HATS-44 b,3.0,Transit,177.98368,11.96107,2.7439004,0.279,337.15586,0.077123898,0.037910209,142.0245398773006,0.86,0.85,,Columba,5.6217807,-26.02739,0
