,P_NAME,P_STATUS,P_DETECTION,P_MASS,P_RADIUS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_ESI,P_DISTANCE,S_DISTANCE,S_MASS,S_RADIUS_EST,S_TYPE,S_CONSTELLATION,S_RA_H,S_DEC_T,P_HABZONE_CON
1726,Kepler-1284 b,3.0,Transit,,1.21068,0.66407381,,1950.5025,0.29041083,0.014052282,261.3496932515338,0.84,0.79,,Cygnus,19.418601,47.68764899999999,0
1727,Kepler-1285 b,3.0,Transit,,0.97527,14.796746,,135.4631,0.30320033,0.12531819,111.65644171779142,1.2,1.28,,Lyra,18.789025,44.155926,0
1728,Kepler-1286 b,3.0,Transit,,2.15232,11.254029,,97.623667,0.26058221,0.098261092,352.76073619631904,1.0,0.98,,Lyra,18.683893,43.835766,0
1729,Kepler-1287 b,3.0,Transit,,1.53577,11.476859,,87.561249,0.29289859,0.098208408,315.0306748466258,0.96,0.94,,Cygnus,19.275645,47.062996,0
1730,Kepler-1288 b,3.0,Transit,,1.121,2.7612242,,1258.7355,0.29286431,0.040923341,219.32515337423314,1.2,1.29,,Lyra,19.047567,41.605873,0
1731,Kepler-1289 b,3.0,Transit,,1.52456,7.9901963,,257.18789,0.28315237,0.080725749,324.84662576687117,1.1,1.17,,Cygnus,19.759255,41.040571,0
1732,Kepler-129 b,3.0,Transit,,2.36531,15.79186,,155.64566,0.24527454,0.131,126.89570552147241,,1.64,,Draco,19.020753,47.848595,0
1733,Kepler-129 c,3.0,Transit,,2.54467,82.20017,,17.293962,0.29885863,0.393,126.89570552147241,,1.64,,Draco,19.020753,47.848595,0
1734,Kepler-1290 b,3.0,Transit,,1.42367,4.6950013,,273.42473,0.2872469,0.053931343,405.2147239263804,0.95,0.93,,Cygnus,19.379018,43.859638000000004,0
1735,Kepler-1291 b,3.0,Transit,,1.65908,8.6304328,,70.345591,0.29072032,0.077676748,301.2269938650307,0.84,0.8,,Lyra,19.291803,40.001151,0
1736,Kepler-1292 b,3.0,Transit,,1.81602,3.276464,,410.13621,0.26710654,0.042431432,431.28834355828224,0.95,0.93,,Lyra,18.993716,43.949169,0
1737,Kepler-1293 b,3.0,Transit,,0.97527,5.5765478,,526.78204,0.29551715,0.065020032,236.19631901840492,1.18,1.28,,Cygnus,19.335062,48.335949,0
1738,Kepler-1294 b,3.0,Transit,,3.19485,115.68623,,4.3771291,0.42197902,0.46299441,343.558282208589,0.99,0.97,,Cygnus,19.417874,44.488194,0
1739,Kepler-1295 b,3.0,Transit,,1.54698,3.8137197,,297.90824,0.28139616,0.046452028,385.5828220858896,0.92,0.89,,Cygnus,19.426525,45.588559000000004,0
1740,Kepler-1296 b,3.0,Transit,,0.90801,8.3839865,,85.667051,0.30837029,0.077087333,193.55828220858896,0.87,0.83,,Cygnus,19.475014,41.407814,0
1741,Kepler-1297 b,3.0,Transit,,0.97527,1.68189,,1322.7605,0.29390606,0.027579497,305.52147239263803,0.99,0.99,,Cygnus,19.330434,47.020393,0
1742,Kepler-1298 b,3.0,Transit,,1.31157,7.1281193,,860.07023,0.28812657,0.082025496,152.76073619631902,1.45,2.0,,Draco,18.961517,49.106224000000005,0
1743,Kepler-1299 b,3.0,Transit,,2.98186,19.940087,,36.969146,0.24331208,0.14094085,414.72392638036814,0.94,0.91,,Lyra,19.076678,37.411377,0
1744,Kepler-130 b,3.0,Transit,,1.02011,8.457458,,219.72628,0.29926497,0.079,98.02760736196319,,1.13,,Lyra,19.230045,40.245305,0
1745,Kepler-130 c,3.0,Transit,,2.90339,27.50868,0.0,43.28089,0.24188209,0.178,98.02760736196319,,1.13,,Lyra,19.230045,40.245305,0
1746,Kepler-130 d,3.0,Transit,,1.63666,87.517905,,9.6483598,0.40085993,0.377,98.02760736196319,,1.13,,Lyra,19.230045,40.245305,0
1747,Kepler-1300 b,3.0,Transit,,1.36762,22.241909,,142.84386,0.29413384,0.1684564,232.20858895705524,1.29,1.79,,Lyra,19.268869,40.086887000000004,0
1748,Kepler-1301 b,3.0,Transit,,1.40125,9.0823705,,65.41759,0.3040818,0.080682994,250.3067484662577,0.85,0.81,,Lyra,19.106947,42.440318999999995,0
1749,Kepler-1302 b,3.0,Transit,,1.43488,8.8392266,,71.56123,0.30088151,0.079546038,223.00613496932516,0.86,0.82,,Cygnus,19.399284,50.30806,0
1750,Kepler-1303 b,3.0,Transit,,1.42367,7.5612722,,173.75331,0.29014143,0.075627533,277.6073619631902,1.01,1.0,,Lyra,18.952478,42.355614,0
1751,Kepler-1304 b,3.0,Transit,,2.28684,16.128885,,32.11938,0.28022444,0.11831835,209.20245398773008,0.85,0.81,,Lyra,19.01843,39.446915999999995,0
1752,Kepler-1305 b,3.0,Transit,,1.88328,13.563097,,71.882499,0.27898761,0.11015547,411.9631901840491,0.97,0.96,,Cygnus,19.822631,46.347252000000005,0
1753,Kepler-1306 b,3.0,Transit,,1.9057,16.295954,,58.111839,0.28214492,0.12492177,346.6257668711657,0.98,0.97,,Cygnus,19.63189,46.945862,0
1754,Kepler-1307 b,3.0,Transit,,2.4662,18.016211,,66.637572,0.25144675,0.13710517,428.22085889570553,1.06,1.08,,Cygnus,19.524657,46.741859,0
1755,Kepler-1308 b,3.0,Transit,,0.51566,2.1043381,,29.219831,0.30209838,0.022643449,22.392638036809817,0.35,0.34,,Lyra,19.061927,38.520962,0
1756,Kepler-1309 b,3.0,Transit,,2.36531,28.843265,,14.172432,0.32238163,0.17431931,259.20245398773005,0.85,0.8,,Cygnus,19.915683,40.764155,0
1757,Kepler-131 b,3.0,Transit,16.209228,2.41015,16.092,,62.996879,0.2551951,0.12554024,70.61042944785277,1.02,1.03,,Lyra,19.235389,40.942304,0
1758,Kepler-131 c,3.0,Transit,8.2635281,0.84075,25.5169,,34.069192,0.33041924,0.17071102,70.61042944785277,1.02,1.03,,Lyra,19.235389,40.942304,0
1759,Kepler-1310 b,3.0,Transit,,1.43488,0.67933627,,3063.984,0.28215781,0.01465255,178.83435582822088,0.91,0.88,,Lyra,18.928003,40.740123000000004,0
1760,Kepler-1311 b,3.0,Transit,,1.24431,11.172699,,194.05386,0.29592333,0.099390468,216.25766871165646,1.05,1.4,,Cygnus,19.310085,43.824417000000004,0
1761,Kepler-1311 c,3.0,Transit,,1.22189,2.5357342,,1401.7207,0.29037915,0.036980701,216.25766871165646,1.05,1.4,,Cygnus,19.310085,43.824417000000004,0
1762,Kepler-1312 b,3.0,Transit,,2.09627,5.4483253,,222.51096,0.25584163,0.060380491,93.55828220858896,0.99,0.92,,Cygnus,19.531417,41.035764,0
1763,Kepler-1313 b,3.0,Transit,,1.75997,3.8330912,,263.46644,0.27173067,0.046609194,57.361963190184056,0.92,0.85,,Cygnus,19.492571,42.233261,0
1764,Kepler-1314 b,3.0,Transit,,5.11176,5.4247493,,36.959538,0.17841333,0.050950261,141.71779141104295,0.6,0.59,,Cygnus,19.615864,45.197322,0
1765,Kepler-1315 b,3.0,Transit,,1.37883,0.84338011,,1070.377,0.28528653,0.016213935,154.9079754601227,0.8,0.75,,Cygnus,19.721431,46.053028999999995,0
1766,Kepler-1316 b,3.0,Transit,,3.54236,87.973214,,8.7613969,0.31244408,0.39212181,230.98159509202455,1.04,1.12,,Cygnus,19.922392,40.293136,0
1767,Kepler-1317 b,3.0,Transit,,1.55819,0.56887443,,2456.5201,0.27681849,0.012624471,225.15337423312886,0.83,0.79,,Lyra,19.440793,42.115971,0
1768,Kepler-1318 b,3.0,Transit,,3.10517,213.25766,,0.49619607,0.56620509,0.62885951,145.70552147239266,0.73,0.7,,Lyra,19.358422,41.150741,1
1769,Kepler-1319 b,3.0,Transit,,1.3452,2.8867627,,43.611378,0.31662135,0.032697379,34.969325153374236,0.56,0.54,,Cygnus,19.397072,49.366306,0
1770,Kepler-132 b,3.0,Transit,,1.21068,6.178196,,360.89131,0.29357954,0.067,92.94478527607363,,1.18,,Lyra,18.882388,41.343037,0
1771,Kepler-132 c,3.0,Transit,,1.27794,6.414914,,350.35491,0.29164443,0.068,92.94478527607363,,1.18,,Lyra,18.882388,41.343037,0
1772,Kepler-132 d,3.0,Transit,,1.54698,18.010199,,87.588728,0.29237105,0.136,92.94478527607363,,1.18,,Lyra,18.882388,41.343037,0
1773,Kepler-132 e,3.0,Transit,,1.17705,110.28694,,,,,92.94478527607363,,1.18,,Lyra,18.882388,41.343037,0
1774,Kepler-1320 b,3.0,Transit,,1.70392,0.86838653,,966.41167,0.27073913,0.01653287,236.50306748466258,0.8,0.74,,Lyra,19.228907,40.380875,0
1775,Kepler-1321 b,3.0,Transit,,4.92119,11.128305,,11.20929,0.24575772,0.07941944,167.7914110429448,0.54,0.53,,Cygnus,19.635241,46.640962,0
1776,Kepler-1321 c,3.0,Transit,,2.39894,2.2264911,,95.790446,0.24883435,0.027167819,167.7914110429448,0.54,0.53,,Cygnus,19.635241,46.640962,0
1777,Kepler-1322 b,3.0,Transit,,1.61424,0.96286738,,1812.9292,0.27439615,0.018420498,373.3128834355828,0.9,0.87,,Cygnus,19.546969,45.435401999999996,0
1778,Kepler-1323 b,3.0,Transit,,1.52456,0.92990668,,6554.5703,0.27800154,0.019698347,162.57668711656441,1.18,1.4,,Cygnus,19.52482,46.098885,0
1779,Kepler-1324 b,3.0,Transit,,1.51335,4.1158447,,116.09963,0.29012307,0.046257313,160.1226993865031,0.78,0.73,,Lyra,19.412332,40.311214,0
1780,Kepler-1325 b,3.0,Transit,,2.85855,33.878684,,17.6049,0.28286496,0.19996542,292.9447852760736,0.93,0.91,,Lyra,19.001149,42.085384000000005,0
1781,Kepler-1326 b,3.0,Transit,,4.18133,42.351427,,76.630399,0.18571138,0.26907764,279.14110429447857,1.45,1.74,,Cygnus,19.748144,39.268958,0
1782,Kepler-1327 b,3.0,Transit,,1.80481,14.888011,,80.244292,0.28107516,0.11919757,211.0429447852761,1.02,1.03,,Cygnus,19.270992,50.460976,0
1783,Kepler-1328 b,3.0,Transit,,0.97527,4.5215889,,342.39692,0.2969558,0.053502031,193.2515337423313,1.0,0.99,,Lyra,18.97836,44.41777,0
1784,Kepler-1329 b,3.0,Transit,,2.17474,9.3364659,,28.930287,0.29016152,0.07775746,191.4110429447853,0.72,0.69,,Draco,18.776517,48.271046,0
1785,Kepler-133 b,3.0,Transit,,1.75997,8.129976,,287.89963,0.27129487,0.083,204.10122699386505,,1.43,,Cygnus,19.818533,48.320328,0
1786,Kepler-133 c,3.0,Transit,,2.83613,31.517586,,47.658126,0.24218055,0.204,204.10122699386505,,1.43,,Cygnus,19.818533,48.320328,0
1787,Kepler-1330 b,3.0,Transit,,1.64787,10.107691,,95.508093,0.2862604,0.090545756,288.03680981595096,0.97,0.94,,Lyra,19.371783,39.956893,0
1788,Kepler-1331 b,3.0,Transit,,1.05374,0.78916165,,785.46546,0.29444876,0.014976064,111.96319018404908,0.72,0.69,,Cygnus,19.80492,41.22448,0
1789,Kepler-1332 b,3.0,Transit,,1.36762,11.874568,,70.247325,0.30402794,0.10011427,157.9754601226994,0.95,0.9,,Cygnus,19.401907,43.913672999999996,0
1790,Kepler-1333 b,3.0,Transit,,2.81371,109.64718,,3.9462048,0.46103284,0.43908694,293.86503067484665,0.94,0.92,,Cygnus,19.568505,41.111437,0
1791,Kepler-1334 b,3.0,Transit,,2.28684,15.645917,,51.265123,0.26576104,0.1199001,321.16564417177915,0.94,0.91,,Cygnus,19.287433,51.320866,0
1792,Kepler-1335 b,3.0,Transit,,1.44609,6.2640685,,76.344556,0.29921105,0.060941171,192.63803680981596,0.77,0.74,,Lyra,18.989228,42.070431000000006,0
1793,Kepler-1336 b,3.0,Transit,,1.98417,23.198681,,57.502946,0.27834841,0.15590536,252.1472392638037,0.94,1.3,,Cygnus,19.751848,46.899857,0
1794,Kepler-1336 c,3.0,Transit,,1.71513,5.7772121,,367.01467,0.27249292,0.061711255,252.1472392638037,0.94,1.3,,Cygnus,19.751848,46.899857,0
1795,Kepler-1337 b,3.0,Transit,,2.41015,24.400255,,7.8801465,0.3790021,0.14615213,180.3680981595092,0.7,0.67,,Lyra,19.133941,46.796101,0
1796,Kepler-1338 b,3.0,Transit,,0.91922,0.93511806,,3351.1457,0.29268867,0.018956797,189.87730061349694,1.04,1.05,,Lyra,18.936157,41.699138999999995,0
1797,Kepler-1339 b,3.0,Transit,,0.70623,1.3415551,,1388.0632,0.28349229,0.023314414,81.90184049079755,0.94,0.93,,Draco,18.916387,48.373394,0
1798,Kepler-134 b,3.0,Transit,,1.99538,5.317429,,444.04417,0.2578885,0.06,103.69631901840492,,1.18,,Draco,18.982601,49.598396,0
1799,Kepler-134 c,3.0,Transit,,1.25552,10.105785,,188.86567,0.29577091,0.092,103.69631901840492,,1.18,,Draco,18.982601,49.598396,0
1800,Kepler-1340 b,3.0,Transit,,1.54698,0.66502692,,11136.466,0.2768952,0.016143719,435.8895705521473,1.27,1.42,,Cygnus,19.748855,42.47279,0
1801,Kepler-1341 b,3.0,Transit,,2.99307,132.99683,,0.98783353,0.64703368,0.47128051,142.94478527607362,0.79,0.72,,Lyra,18.700786,44.159351,1
1802,Kepler-1342 b,3.0,Transit,,1.65908,2.2157104,,642.74664,0.27362866,0.032459801,288.6503067484663,0.93,0.9,,Cygnus,19.801339,43.432548999999995,0
1803,Kepler-1343 b,3.0,Transit,,1.92812,3.3518316,,459.30211,0.26115037,0.043079654,400.92024539877303,0.95,0.93,,Cygnus,19.619637,50.725376000000004,0
1804,Kepler-1344 b,3.0,Transit,,1.83844,4.7683049,,449.86819,0.26569703,0.057046333,261.04294478527606,1.09,1.13,,Lyra,19.139087,46.94581599999999,0
1805,Kepler-1345 b,3.0,Transit,,2.36531,44.616956,,51.072432,0.26201204,0.27000233,357.0552147239264,1.32,1.55,,Cygnus,19.498532,46.022835,0
1806,Kepler-1346 b,3.0,Transit,,1.58061,3.4016567,,868.31027,0.27680426,0.046231518,344.47852760736197,1.14,1.21,,Cygnus,19.456088,45.179176,0
1807,Kepler-1347 b,3.0,Transit,,1.03132,14.009475,,35.899792,0.33113016,0.10642952,98.46625766871166,0.82,0.79,,Cygnus,19.977308,40.843853,0
1808,Kepler-1348 b,3.0,Transit,,1.93933,27.572274,,36.140516,0.29383874,0.18092659,316.8711656441718,1.04,1.04,,Cygnus,19.472498,49.788765,0
1809,Kepler-1349 b,3.0,Transit,,0.69502,2.1282393,,1740.5427,0.28233775,0.034015421,79.75460122699387,1.16,1.28,,Draco,19.089226,48.744099,0
1810,Kepler-135 b,3.0,Transit,,1.80481,6.00253,,442.8082,0.26742185,0.067,194.16871165644173,,1.27,,Lyra,19.366343,38.795480999999995,0
1811,Kepler-135 c,3.0,Transit,,1.15463,11.448708,,187.36601,0.29856295,0.103,194.16871165644173,,1.27,,Lyra,19.366343,38.795480999999995,0
1812,Kepler-1350 b,3.0,Transit,,2.52225,4.4968604,,28.300936,0.27373382,0.043675382,107.36196319018406,0.55,0.53,,Lyra,19.216706,46.679601999999996,0
1813,Kepler-1350 c,3.0,Transit,,1.72634,1.7667891,,98.348353,0.28197485,0.02342899,107.36196319018406,0.55,0.53,,Lyra,19.216706,46.679601999999996,0
1814,Kepler-1351 b,3.0,Transit,,0.65018,0.91614077,,581.49339,0.27955429,0.016387663,73.92638036809817,0.7,0.67,,Cygnus,19.573916,42.197677999999996,0
1815,Kepler-1352 b,3.0,Transit,,0.88559,1.8778827,,1776.302,0.29238704,0.030836342,195.39877300613497,1.11,1.16,,Cygnus,19.379583,48.701477000000004,0
1816,Kepler-1353 b,3.0,Transit,,1.80481,24.754397,,10.506214,0.38157096,0.15166394,182.82208588957056,0.76,0.72,,Cygnus,19.71569,42.576252000000004,0
1817,Kepler-1354 b,3.0,Transit,,2.97065,76.613377,,14.498137,0.29117155,0.37085031,324.23312883435585,1.16,1.24,,Lyra,19.416347,37.759052,0
1818,Kepler-1355 b,3.0,Transit,,1.4573,1.2895881,,1026.204,0.28210643,0.022214563,295.398773006135,0.88,0.83,,Draco,18.916095,49.067978000000004,0
1819,Kepler-1356 b,3.0,Transit,,1.52456,0.63400294,,2028.2326,0.27847266,0.013515797,270.2453987730062,0.82,0.78,,Lyra,19.399691,43.243938,0
1820,Kepler-1357 b,3.0,Transit,,1.27794,3.0091324,,449.43349,0.29076566,0.039807484,314.72392638036814,0.93,0.9,,Cygnus,19.436541,50.353313,0
1821,Kepler-1358 b,3.0,Transit,,1.121,7.0631734,,88.641214,0.3074937,0.067418759,171.16564417177915,0.82,0.79,,Lyra,19.078037,43.008911,0
1822,Kepler-1359 b,3.0,Transit,,2.82492,59.497095,,3.0310412,0.5093361,0.27449743,205.21472392638037,0.78,0.72,,Lyra,19.302589,41.892825,0
1823,Kepler-136 b,3.0,Transit,,2.05143,11.5789,,209.9311,0.25842919,0.106,130.6564417177914,,1.35,,Cygnus,19.764489,42.598771,0
1824,Kepler-136 c,3.0,Transit,,1.99538,16.399235,,133.34761,0.26485555,0.133,130.6564417177914,,1.35,,Cygnus,19.764489,42.598771,0
1825,Kepler-1360 b,3.0,Transit,,3.39663,40.528641,,90.277027,0.20823042,0.26485606,430.9815950920246,1.51,1.83,,Cygnus,20.022939,45.623219,0
1826,Kepler-1361 b,3.0,Transit,,0.86317,3.5755496,,209.64732,0.29768441,0.04299627,123.92638036809817,0.83,0.79,,Lyra,18.904355,46.904255,0
1827,Kepler-1362 b,3.0,Transit,,2.60072,136.20563,,1.1809149,0.68022591,0.4808426,235.27607361963192,0.8,0.74,,Lyra,19.235904,40.877113,0
1828,Kepler-1363 b,3.0,Transit,,1.25552,2.9419409,,189.48262,0.29574694,0.036660922,171.4723926380368,0.76,0.72,,Cygnus,19.799772,49.256413,0
1829,Kepler-1364 b,3.0,Transit,,2.15232,13.321962,,390.30698,0.25052409,0.12558867,352.4539877300614,1.49,1.79,,Cygnus,19.676814,49.587605,0
1830,Kepler-1365 b,3.0,Transit,,0.91922,7.6999348,,188.09127,0.29973948,0.076295851,165.95092024539878,1.0,1.05,,Cygnus,19.479982,42.046088999999995,0
1831,Kepler-1365 c,3.0,Transit,,0.79591,4.77468,,355.70696,0.29228109,0.055480334,165.95092024539878,1.0,1.05,,Cygnus,19.479982,42.046088999999995,0
1832,Kepler-1366 b,3.0,Transit,,1.43488,2.164571,,113.55148,0.2938536,0.027918237,121.16564417177915,0.62,0.6,,Lyra,19.004329,41.554874,0
1833,Kepler-1367 b,3.0,Transit,,0.91922,1.5740903,,179.86523,0.30007933,0.022576669,109.50920245398774,0.62,0.6,,Cygnus,19.22777,47.878731,0
1834,Kepler-1368 b,3.0,Transit,,1.64787,0.67564949,,5354.7566,0.27229142,0.015409378,536.8098159509203,1.07,1.08,,Cygnus,19.651133,41.64468,0
1835,Kepler-1369 b,3.0,Transit,,2.6904,25.873148,,33.238563,0.2595955,0.17059023,379.14110429447857,0.99,0.99,,Lyra,19.05315,40.936186,0
1836,Kepler-137 b,3.0,Transit,,1.46851,8.436387,,70.008724,0.2998271,0.077,93.75766871165644,,0.8,,Lyra,18.809037,43.039100999999995,0
1837,Kepler-137 c,3.0,Transit,,1.88328,18.735753,,24.561049,0.31316611,0.13,93.75766871165644,,0.8,,Lyra,18.809037,43.039100999999995,0
1838,Kepler-1370 b,3.0,Transit,,1.83844,20.264168,,92.876597,0.2771243,0.15411482,269.32515337423314,1.19,1.29,,Lyra,18.971046,41.778484,0
1839,Kepler-1370 c,3.0,Transit,,1.26673,7.4414211,,353.18603,0.29197988,0.079030695,269.32515337423314,1.19,1.29,,Lyra,18.971046,41.778484,0
1840,Kepler-1371 b,3.0,Transit,,0.72865,3.4462039,,280.72096,0.28919335,0.042616386,138.03680981595093,0.87,0.83,,Cygnus,19.255427,47.551994,0
1841,Kepler-1371 c,3.0,Transit,,0.63897,2.0054127,,577.81808,0.27832697,0.029704242,138.03680981595093,0.87,0.83,,Cygnus,19.255427,47.551994,0
1842,Kepler-1372 b,3.0,Transit,,1.26673,1.3115556,,1614.6893,0.28888383,0.023286776,356.1349693251534,0.98,0.97,,Cygnus,19.25911,44.83955,0
1843,Kepler-1373 b,3.0,Transit,,1.15463,1.2912328,,4059.5698,0.29142201,0.024791293,341.1042944785276,1.22,1.33,,Lyra,19.050138,39.249205,0
1844,Kepler-1374 b,3.0,Transit,,2.28684,10.652767,,58.60971,0.26267212,0.089734095,348.159509202454,0.85,0.81,,Cygnus,19.423333,45.172267,0
1845,Kepler-1375 b,3.0,Transit,,1.73755,3.3004192,,2357.6276,0.26825832,0.049316782,379.7546012269939,1.47,1.78,,Cygnus,19.752905,43.403267,0
1846,Kepler-1376 b,3.0,Transit,,1.05374,5.3088066,,247.14881,0.29834828,0.059144747,265.0306748466258,0.98,0.97,,Lyra,19.130563,42.541385999999996,0
1847,Kepler-1377 b,3.0,Transit,,1.25552,0.74092842,,1924.0349,0.28910022,0.01523561,312.5766871165644,0.86,0.82,,Cygnus,19.279698,46.651703,0
1848,Kepler-1378 b,3.0,Transit,,2.19716,11.953989,,18.389736,0.31277604,0.090827526,172.3926380368098,0.7,0.67,,Cygnus,19.824889,40.366398000000004,0
1849,Kepler-1379 b,3.0,Transit,,1.30036,0.88184115,,1416.7213,0.28788018,0.016909437,291.717791411043,0.83,0.79,,Cygnus,19.578032,41.410247999999996,0
1850,Kepler-138 b,3.0,Transit,0.066743881,0.52687,10.3126,,6.7940018,0.43050409,0.074545733,20.549079754601227,0.52,0.44,M1 V,Lyra,19.358771,43.292972999999996,0
1851,Kepler-138 c,3.0,Transit,1.9705336,1.19947,13.7813,,4.6156156,0.54023493,0.090442133,20.549079754601227,0.52,0.44,M1 V,Lyra,19.358771,43.292972999999996,0
1852,Kepler-138 d,3.0,Transit,0.63883429,1.21068,23.0881,,2.3197024,0.71093475,0.12757614,20.549079754601227,0.52,0.44,M1 V,Lyra,19.358771,43.292972999999996,0
1853,Kepler-1380 b,3.0,Transit,,1.43488,10.310825,,91.139645,0.2968079,0.091438459,370.8588957055215,0.96,0.94,,Lyra,19.207738,42.440422,0
1854,Kepler-1381 b,3.0,Transit,,2.25321,25.384269,,31.071077,0.28321468,0.16671567,400.6134969325154,0.96,0.94,,Cygnus,19.169052,48.727791,0
1855,Kepler-1382 b,3.0,Transit,,1.88328,16.358306,,195.69853,0.26732843,0.13969518,223.92638036809817,1.36,1.72,,Cygnus,19.691826,39.048030999999995,0
1856,Kepler-1383 b,3.0,Transit,,1.41246,13.909358,,204.75244,0.28940708,0.12222812,294.7852760736196,1.26,1.44,,Cygnus,19.862986,42.191882,0
1857,Kepler-1384 b,3.0,Transit,,1.93933,15.362628,,23.185859,0.31313066,0.11130588,189.57055214723928,0.78,0.74,,Cygnus,19.747679,39.527049,0
1858,Kepler-1385 b,3.0,Transit,,0.85196,2.8887986,,930.93376,0.29215032,0.041580242,161.6564417177914,1.15,1.29,,Lyra,18.842092,46.481106000000004,0
1859,Kepler-1386 b,3.0,Transit,,1.24431,6.7397238,,207.91325,0.29544522,0.070275565,257.0552147239264,1.02,1.03,,Lyra,18.721561,42.636055999999996,0
1860,Kepler-1387 b,3.0,Transit,,0.93043,2.2795267,,342.27185,0.29655131,0.031720787,150.61349693251535,0.82,0.77,,Cygnus,19.496027,43.209431,0
1861,Kepler-1388 b,3.0,Transit,,2.58951,12.28546,,11.788758,0.32628915,0.089306698,150.920245398773,0.63,0.61,,Lyra,18.88907,47.174535,0
1862,Kepler-1388 c,3.0,Transit,,2.26442,5.5360815,,34.123484,0.27910269,0.05249179,150.920245398773,0.63,0.61,,Lyra,18.88907,47.174535,0
1863,Kepler-1388 d,3.0,Transit,,2.85855,20.956816,,5.7839284,0.39614025,0.12749895,150.920245398773,0.63,0.61,,Lyra,18.88907,47.174535,0
1864,Kepler-1388 e,3.0,Transit,,2.45499,37.632708,,2.6499397,0.56313996,0.18836494,150.920245398773,0.63,0.61,,Lyra,18.88907,47.174535,0
1865,Kepler-1389 b,3.0,Transit,,1.77118,99.253095,,2.1339699,0.6772267,0.39099148,159.8159509202454,0.81,0.74,,Lyra,19.047829,44.758423,0
1866,Kepler-139 b,3.0,Transit,,2.93702,15.771044,,91.930105,0.22556938,0.127,121.3036809815951,,1.3,,Lyra,18.826131,43.889351,0
1867,Kepler-139 c,3.0,Transit,,3.38542,157.07288,,4.317874,0.41470612,0.586,121.3036809815951,,1.3,,Lyra,18.826131,43.889351,0
1868,Kepler-1390 b,3.0,Transit,,1.17705,6.4802167,,206.55185,0.29734988,0.067552994,233.12883435582825,0.98,0.98,,Cygnus,19.910824,48.248764,0
1869,Kepler-1391 b,3.0,Transit,,1.6815,54.409233,,15.664552,0.3523254,0.283729,221.16564417177915,1.03,1.1,,Cygnus,19.655403,46.659591999999996,0
1870,Kepler-1392 b,3.0,Transit,,1.96175,15.14104,,44.297906,0.28617563,0.1147557,342.63803680981596,0.88,0.85,,Cygnus,19.251133,46.394424,0
1871,Kepler-1393 b,3.0,Transit,,0.79591,2.4435781,,656.0134,0.29048063,0.034895404,141.71779141104295,0.95,0.92,,Lyra,18.963965,40.142553,0
1872,Kepler-1394 b,3.0,Transit,,1.39004,3.9376637,,3104.8259,0.28398857,0.057537358,251.53374233128835,1.64,2.55,,Lyra,18.896881,45.084141,0
1873,Kepler-1395 b,3.0,Transit,,0.79591,3.7847065,,767.39763,0.29017062,0.050071774,155.52147239263806,1.17,1.23,,Cygnus,19.489171,47.6642,0
1874,Kepler-1396 b,3.0,Transit,,2.07385,18.220642,,103.8411,0.26370643,0.14316802,379.14110429447857,1.18,1.27,,Cygnus,19.622432,44.918293,0
1875,Kepler-1397 b,3.0,Transit,,1.71513,47.449955,,21.276,0.32997456,0.26392201,236.19631901840492,1.09,1.12,,Cygnus,19.978392,47.075844000000004,0
1876,Kepler-1398 b,3.0,Transit,,0.8968,2.7881568,,1077.9526,0.29315622,0.040372021,243.2515337423313,1.13,1.18,,Cygnus,19.657747,48.638985,0
1877,Kepler-1398 c,3.0,Transit,,1.03132,4.1382759,,636.69284,0.29502662,0.052530959,243.2515337423313,1.13,1.18,,Cygnus,19.657747,48.638985,0
1878,Kepler-1399 b,3.0,Transit,,1.25552,1.6386531,,1232.4857,0.28950947,0.026921017,385.2760736196319,0.97,0.96,,Cygnus,19.554113,46.041714,0
1879,Kepler-14 b,3.0,Transit,2669.7552,12.73456,6.790123,0.035,972.56237,0.071058657,0.080541471,300.6134969325154,1.51,2.05,,Lyra,19.180589,47.33305,0
1880,Kepler-140 b,3.0,Transit,,1.61424,3.25427,,1004.1532,0.27500679,0.045,182.14723926380367,,1.29,,Lyra,19.157966,46.768212999999996,0
1881,Kepler-140 c,3.0,Transit,,1.80481,91.353282,,11.863814,0.36930326,0.414,182.14723926380367,,1.29,,Lyra,19.157966,46.768212999999996,0
1882,Kepler-1400 b,3.0,Transit,,1.62545,9.0668942,,55.194473,0.29756252,0.079954201,269.6319018404908,0.83,0.78,,Lyra,19.084778,45.440807,0
1883,Kepler-1401 b,3.0,Transit,,1.6815,11.200664,,136.65469,0.2803666,0.10018438,380.9815950920246,1.07,1.1,,Lyra,19.164404,40.758452,0
1884,Kepler-1402 b,3.0,Transit,,0.76228,2.0338791,,634.49395,0.28869423,0.030325442,208.8957055214724,0.9,0.87,,Cygnus,19.456523,48.968132000000004,0
1885,Kepler-1403 b,3.0,Transit,,2.14111,5.194922,,432.74795,0.25074257,0.060767295,552.4539877300614,1.11,1.15,,Lyra,19.391181,38.960119000000006,0
1886,Kepler-1404 b,3.0,Transit,,2.00659,15.931474,,32.151056,0.29463936,0.11688891,290.18404907975463,0.84,0.8,,Cygnus,19.733963,50.498386,0
1887,Kepler-1405 b,3.0,Transit,,3.95713,28.227418,,37.190847,0.20820895,0.18436852,492.3312883435583,1.05,1.07,,Cygnus,19.712324,39.256142,0
